ID del cliente,Sexo,Edad,Ingresos,Tipo de hogar,Estado civil,Número de hijos,Puntuación de crédito,Tipo de trabajo,Educación,Fecha de inicio de la póliza,Tipo de seguro,Monto del seguro,Fecha del reclamo,Monto del reclamo
1447,Femenino,19,22330,Casa,Soltero,4,345,Empleado,Posgrado,2022-04-28,Salud,3769,2022-09-26,1989
1448,Femenino,78,865063,Casa,Casado,1,823,Empleado,Universidad,2022-10-09,Vida,4963,2023-01-22,2335
1449,Femenino,32,282372,Departamento,Divorciado,3,784,Independiente,Universidad,2022-05-23,Auto,9137,2022-10-19,2961
1450,Masculino,69,421094,Casa,Casado,2,522,Empresario,Posgrado,2022-12-12,Vida,7001,2022-04-07,6200
1451,Masculino,45,236820,Casa,Casado,1,469,Empleado,Universidad,2022-06-14,Salud,2997,2022-07-27,2655
1452,Femenino,39,268584,Departamento,Divorciado,2,644,Independiente,Preparatoria,2022-12-18,Auto,7397,2023-02-26,3104
1453,Masculino,23,488897,Casa,Viudo,2,519,Empleado,Preparatoria,2022-07-21,Auto,2573,2022-03-15,354
1454,Femenino,52,334414,Departamento,Divorciado,0,772,Independiente,Preparatoria,2022-09-25,Vida,9993,2022-06-01,8800
1455,Masculino,64,935548,Casa,Soltero,1,341,Empresario,Posgrado,2022-08-10,Hogar,4233,2022-07-27,1030
1456,Femenino,28,445402,Departamento,Divorciado,2,447,Empresario,Posgrado,2022-11-10,Auto,1249,2022-12-24,250
1457,Femenino,22,49548,Casa,Casado,3,404,Empleado,Preparatoria,2022-10-01,Vida,8909,2022-08-12,6128
1458,Masculino,31,621709,Departamento,Soltero,3,634,Empleado,Preparatoria,2022-05-19,Salud,9517,2022-07-21,508
1459,Masculino,61,321265,Casa,Divorciado,4,576,Independiente,Universidad,2022-08-13,Hogar,8764,2022-07-05,8502
1460,Masculino,21,903928,Casa,Divorciado,3,653,Empleado,Posgrado,2022-09-17,Vida,5887,2022-03-08,5361
1461,Masculino,76,104307,Casa,Casado,0,704,Empleado,Posgrado,2023-02-01,Salud,7431,2023-01-15,2347
1462,Masculino,31,856883,Casa,Casado,5,586,Empresario,Preparatoria,2022-11-22,Auto,1475,2022-12-07,471
1463,Femenino,36,95871,Casa,Casado,4,674,Empresario,Posgrado,2023-03-01,Auto,2830,2022-08-23,1168
1464,Femenino,53,223531,Casa,Casado,3,410,Empleado,Preparatoria,2022-05-30,Hogar,2485,2022-12-16,561
1465,Masculino,45,11727,Casa,Casado,5,551,Empresario,Universidad,2022-04-09,Hogar,1582,2022-04-03,508
1466,Femenino,29,971878,Casa,Viudo,3,700,Empresario,Posgrado,2022-03-23,Salud,3245,2022-11-30,2128
1467,Masculino,51,984773,Departamento,Divorciado,5,756,Empleado,Posgrado,2022-08-17,Salud,6602,2022-07-27,1554
1468,Femenino,78,361384,Casa,Divorciado,2,758,Empresario,Universidad,2022-06-03,Vida,4120,2022-04-19,2461
1469,Masculino,57,265581,Casa,Casado,2,738,Empresario,Posgrado,2022-04-16,Auto,8575,2023-01-31,4684
1470,Masculino,32,191825,Casa,Viudo,1,759,Empleado,Posgrado,2023-01-06,Vida,2004,2022-07-18,1997
1471,Femenino,57,360329,Casa,Divorciado,3,358,Empresario,Universidad,2022-03-09,Salud,2456,2022-11-24,220
1472,Femenino,32,708233,Casa,Divorciado,5,732,Independiente,Preparatoria,2022-03-10,Vida,5076,2023-01-29,1572
1473,Masculino,25,122385,Casa,Casado,3,772,Empresario,Preparatoria,2022-03-18,Salud,1306,2022-08-10,279
1474,Femenino,30,18042,Casa,Viudo,1,456,Independiente,Preparatoria,2022-05-31,Hogar,9082,2022-05-05,2654
1475,Masculino,66,325372,Departamento,Viudo,3,610,Independiente,Preparatoria,2022-05-25,Hogar,6439,2022-08-12,220
1476,Femenino,39,616652,Departamento,Viudo,2,584,Independiente,Posgrado,2022-08-04,Auto,3011,2022-09-08,531
1477,Femenino,72,925920,Casa,Viudo,4,756,Empleado,Posgrado,2022-06-14,Salud,6594,2023-01-23,6055
1478,Masculino,77,346357,Casa,Viudo,2,836,Empresario,Preparatoria,2022-06-08,Salud,3860,2022-08-15,1222
1479,Masculino,65,603921,Departamento,Viudo,2,657,Independiente,Preparatoria,2022-07-13,Salud,4619,2022-05-28,3617
1480,Femenino,77,201286,Casa,Viudo,4,595,Independiente,Preparatoria,2022-04-22,Hogar,5747,2022-12-14,579
1481,Femenino,45,887087,Departamento,Viudo,0,509,Independiente,Universidad,2022-06-17,Hogar,1331,2022-04-28,405
1482,Femenino,67,92287,Casa,Casado,1,711,Independiente,Posgrado,2022-10-15,Hogar,2875,2022-10-30,2488
1483,Masculino,49,425965,Casa,Viudo,0,490,Empleado,Posgrado,2022-09-29,Hogar,9370,2022-10-21,3699
1484,Masculino,63,209599,Departamento,Casado,5,361,Empleado,Universidad,2023-02-08,Vida,7840,2022-11-11,7034
1485,Masculino,55,316999,Casa,Soltero,4,376,Empresario,Posgrado,2022-05-14,Auto,5143,2022-10-20,3334
1486,Masculino,24,405463,Casa,Soltero,4,798,Empresario,Preparatoria,2022-07-24,Hogar,5333,2022-12-27,130
1487,Masculino,34,657186,Casa,Divorciado,5,504,Empleado,Posgrado,2022-12-08,Vida,5882,2022-05-03,975
1488,Femenino,65,60439,Departamento,Viudo,2,838,Independiente,Preparatoria,2022-11-16,Salud,4037,2022-05-05,2947
1489,Femenino,68,271245,Departamento,Casado,5,580,Independiente,Preparatoria,2022-06-12,Vida,4438,2022-07-13,514
1490,Femenino,37,439624,Departamento,Viudo,2,402,Empresario,Universidad,2022-05-19,Salud,1121,2022-12-26,176
1491,Masculino,44,966309,Departamento,Viudo,4,357,Independiente,Universidad,2022-10-07,Salud,8047,2022-04-24,2101
1492,Femenino,77,415494,Departamento,Divorciado,1,315,Empleado,Posgrado,2023-02-28,Auto,9075,2023-02-17,8435
1493,Masculino,38,911114,Departamento,Viudo,3,793,Empleado,Universidad,2022-12-10,Auto,2460,2023-01-29,1391
1494,Femenino,38,609366,Casa,Soltero,3,363,Empleado,Preparatoria,2022-07-01,Vida,9450,2022-10-02,7953
1495,Femenino,28,452738,Departamento,Casado,0,349,Independiente,Universidad,2022-08-23,Salud,7119,2022-11-13,1793
1496,Masculino,18,531296,Casa,Casado,2,768,Empleado,Preparatoria,2022-03-28,Hogar,7925,2022-12-21,5718
1497,Masculino,44,881865,Casa,Soltero,4,554,Empresario,Universidad,2022-11-25,Auto,5697,2023-02-13,3347
1498,Masculino,68,429963,Departamento,Casado,0,376,Independiente,Preparatoria,2022-05-31,Hogar,9262,2022-06-20,6445
1499,Femenino,65,564134,Departamento,Casado,4,684,Empresario,Posgrado,2022-12-08,Auto,3554,2022-10-28,1524
1500,Masculino,57,762162,Departamento,Viudo,0,527,Empleado,Universidad,2022-09-04,Salud,3111,2023-01-14,2300
1501,Femenino,26,120858,Casa,Divorciado,0,381,Empleado,Universidad,2022-06-19,Vida,7528,2022-04-05,2727
1502,Masculino,29,487382,Casa,Soltero,0,333,Independiente,Universidad,2022-03-06,Vida,4953,2023-02-28,2965
1503,Masculino,67,515009,Casa,Soltero,0,568,Independiente,Preparatoria,2022-10-19,Hogar,3279,2022-06-04,1311
1504,Masculino,25,494555,Departamento,Casado,1,603,Independiente,Universidad,2022-04-17,Vida,5938,2022-07-13,5134
1505,Masculino,54,854555,Departamento,Soltero,2,628,Empleado,Universidad,2022-09-14,Vida,4096,2022-10-07,725
1506,Masculino,37,558151,Casa,Soltero,3,799,Independiente,Universidad,2022-03-23,Vida,9628,2023-02-20,4086
1507,Masculino,45,782499,Departamento,Soltero,5,598,Independiente,Posgrado,2022-05-14,Salud,2942,2022-05-29,497
1508,Masculino,24,164845,Casa,Divorciado,4,691,Empresario,Preparatoria,2022-04-03,Auto,5519,2022-07-19,379
1509,Masculino,73,549735,Casa,Casado,4,799,Independiente,Universidad,2022-08-09,Auto,8117,2022-12-12,976
1510,Femenino,25,411756,Casa,Soltero,5,657,Empresario,Posgrado,2022-10-03,Vida,1096,2022-11-11,750
1511,Femenino,32,826844,Casa,Viudo,0,431,Independiente,Universidad,2022-04-27,Salud,4759,2022-06-03,4609
1512,Masculino,46,116240,Departamento,Casado,5,589,Empleado,Universidad,2022-08-10,Hogar,1393,2022-09-13,1138
1513,Femenino,45,309584,Casa,Divorciado,5,411,Empleado,Preparatoria,2022-12-25,Vida,3019,2023-01-15,1587
1514,Masculino,63,766193,Casa,Soltero,4,835,Empresario,Preparatoria,2022-12-30,Salud,1752,2023-01-19,670
1515,Femenino,29,880161,Casa,Soltero,5,532,Independiente,Preparatoria,2022-04-19,Hogar,6997,2022-03-09,3847
1516,Femenino,18,43151,Departamento,Viudo,2,353,Empleado,Posgrado,2022-03-25,Auto,4275,2022-04-29,4262
1517,Masculino,79,580825,Departamento,Soltero,3,305,Empleado,Posgrado,2022-08-20,Salud,3423,2022-03-08,1987
1518,Femenino,61,202136,Departamento,Soltero,1,788,Independiente,Posgrado,2022-09-05,Hogar,4463,2022-04-15,3891
1519,Femenino,49,980413,Departamento,Casado,5,311,Empresario,Universidad,2023-01-07,Salud,7126,2022-09-26,4594
1520,Masculino,34,324542,Casa,Viudo,5,424,Empresario,Preparatoria,2022-11-21,Hogar,1301,2022-12-25,355
1521,Masculino,27,900732,Departamento,Viudo,5,657,Empleado,Universidad,2023-02-24,Auto,6002,2022-03-31,3200
1522,Masculino,36,314404,Departamento,Divorciado,0,613,Empleado,Preparatoria,2022-06-20,Hogar,8197,2023-02-11,7509
1523,Femenino,29,214324,Casa,Divorciado,3,320,Independiente,Posgrado,2022-05-21,Hogar,8388,2022-03-15,3645
1524,Femenino,40,709119,Departamento,Soltero,1,349,Independiente,Universidad,2022-10-26,Hogar,7268,2023-01-28,1290
1525,Femenino,57,575891,Departamento,Divorciado,2,453,Empresario,Preparatoria,2022-07-12,Salud,1373,2023-02-24,1281
1526,Masculino,35,533044,Casa,Divorciado,1,847,Empresario,Universidad,2022-04-16,Auto,9722,2022-03-18,9615
1527,Femenino,44,628978,Departamento,Casado,3,712,Empleado,Preparatoria,2022-07-16,Salud,5664,2023-02-16,4465
1528,Masculino,34,195041,Departamento,Viudo,3,601,Empresario,Universidad,2023-02-24,Vida,9577,2022-05-22,1596
1529,Masculino,46,337112,Casa,Soltero,2,526,Empresario,Preparatoria,2022-08-25,Salud,4966,2022-03-19,934
1530,Femenino,48,293520,Departamento,Viudo,1,708,Independiente,Universidad,2022-08-10,Vida,7502,2023-01-19,3288
1531,Masculino,56,129175,Departamento,Viudo,4,316,Empleado,Universidad,2022-09-08,Salud,7315,2022-12-07,4450
1532,Masculino,72,356851,Casa,Soltero,0,490,Empleado,Preparatoria,2022-06-11,Auto,3290,2022-06-15,1661
1533,Masculino,27,668356,Casa,Divorciado,1,380,Independiente,Posgrado,2022-11-07,Hogar,7325,2022-04-21,1876
1534,Femenino,21,469047,Departamento,Viudo,1,342,Empleado,Preparatoria,2022-05-23,Auto,1058,2022-04-16,797
1535,Masculino,39,227190,Departamento,Divorciado,5,668,Empresario,Preparatoria,2022-11-12,Vida,4747,2022-07-14,4389
1536,Masculino,57,897700,Casa,Soltero,5,834,Independiente,Posgrado,2022-07-07,Hogar,5210,2022-04-16,2163
1537,Femenino,27,732412,Casa,Viudo,4,602,Empresario,Preparatoria,2022-04-30,Vida,3219,2022-08-29,3030
1538,Masculino,26,955337,Casa,Viudo,5,749,Empleado,Posgrado,2023-01-08,Hogar,9258,2022-03-11,6536
1539,Femenino,31,33784,Casa,Casado,4,695,Independiente,Preparatoria,2022-05-02,Salud,3886,2022-09-11,2412
1540,Masculino,75,821594,Departamento,Divorciado,1,414,Empresario,Posgrado,2022-09-10,Vida,7732,2022-07-28,3845
1541,Femenino,78,510199,Casa,Casado,3,440,Empresario,Posgrado,2023-02-06,Hogar,1795,2022-10-24,535
1542,Femenino,46,813253,Casa,Divorciado,5,567,Empleado,Posgrado,2022-08-02,Hogar,9319,2022-09-14,3414
1543,Femenino,29,239758,Departamento,Casado,5,773,Empresario,Preparatoria,2022-05-01,Vida,1844,2023-02-28,797
1544,Masculino,32,421192,Casa,Divorciado,4,502,Empresario,Posgrado,2022-11-07,Salud,1219,2023-01-19,584
1545,Masculino,25,24406,Departamento,Divorciado,4,818,Independiente,Universidad,2022-08-04,Auto,2505,2022-12-13,1731
1546,Masculino,75,185388,Departamento,Divorciado,3,371,Empleado,Universidad,2022-08-17,Auto,3456,2022-10-22,366
1547,Masculino,80,495895,Departamento,Viudo,5,690,Independiente,Posgrado,2022-07-11,Vida,5149,2022-08-01,1955
1548,Femenino,80,633317,Casa,Casado,3,504,Independiente,Posgrado,2022-07-20,Vida,4492,2022-09-11,352
1549,Femenino,77,485095,Departamento,Divorciado,0,323,Empresario,Posgrado,2022-11-10,Hogar,8241,2023-01-30,7353
1550,Femenino,77,783792,Casa,Divorciado,0,493,Independiente,Preparatoria,2022-07-14,Hogar,7427,2022-12-06,442
1551,Masculino,76,253674,Casa,Casado,0,755,Empresario,Posgrado,2022-08-09,Vida,5517,2022-04-08,4044
1552,Femenino,79,118723,Departamento,Viudo,0,634,Empleado,Posgrado,2022-12-28,Vida,6158,2022-12-13,23
1553,Masculino,47,755477,Casa,Viudo,2,664,Empresario,Preparatoria,2022-06-12,Hogar,8629,2022-11-17,137
1554,Femenino,28,868696,Departamento,Casado,2,591,Empresario,Posgrado,2022-10-28,Hogar,5376,2022-12-26,3284
1555,Femenino,31,551774,Casa,Divorciado,1,789,Empleado,Posgrado,2022-06-18,Hogar,7329,2022-12-19,3443
1556,Femenino,64,643077,Casa,Casado,4,369,Empresario,Universidad,2022-07-08,Auto,8574,2022-09-19,6530
1557,Femenino,57,39609,Departamento,Viudo,2,729,Empleado,Preparatoria,2022-05-17,Salud,6806,2022-04-13,2409
1558,Femenino,25,117499,Departamento,Soltero,1,418,Empleado,Posgrado,2022-07-26,Vida,4722,2022-11-28,3987
1559,Masculino,56,880994,Departamento,Viudo,1,435,Empresario,Preparatoria,2022-07-22,Auto,8234,2022-12-27,2296
1560,Masculino,57,222964,Casa,Casado,3,390,Empleado,Posgrado,2022-09-04,Hogar,2165,2022-10-11,534
1561,Masculino,53,545216,Departamento,Viudo,4,757,Empleado,Universidad,2022-11-20,Hogar,1677,2023-02-02,1004
1562,Femenino,52,922855,Casa,Divorciado,0,773,Empleado,Posgrado,2022-05-16,Hogar,2194,2022-07-13,2092
1563,Femenino,46,370472,Casa,Viudo,1,696,Independiente,Preparatoria,2022-04-09,Vida,5207,2022-06-26,1935
1564,Masculino,79,607949,Departamento,Soltero,0,724,Empleado,Universidad,2022-05-16,Vida,4169,2023-01-10,355
1565,Femenino,32,337307,Departamento,Soltero,3,598,Empresario,Universidad,2022-09-25,Vida,4204,2022-04-17,513
1566,Femenino,78,474737,Casa,Divorciado,5,723,Independiente,Posgrado,2022-12-07,Vida,8216,2022-10-06,3941
1567,Femenino,79,925761,Casa,Soltero,4,367,Independiente,Preparatoria,2023-03-05,Vida,3394,2022-04-25,2137
1568,Femenino,72,448843,Casa,Soltero,4,540,Empleado,Preparatoria,2022-10-11,Hogar,2674,2023-02-02,386
1569,Femenino,77,432706,Departamento,Viudo,4,369,Empresario,Universidad,2022-05-20,Vida,1236,2022-08-21,731
1570,Femenino,53,458122,Casa,Viudo,2,378,Independiente,Preparatoria,2023-01-09,Auto,6738,2022-08-09,4594
1571,Femenino,55,130967,Casa,Viudo,1,557,Empleado,Posgrado,2022-06-10,Hogar,2542,2022-10-05,1612
1572,Masculino,27,583170,Departamento,Viudo,1,573,Empleado,Universidad,2022-09-30,Salud,4565,2022-06-21,980
1573,Femenino,73,832009,Casa,Viudo,4,566,Independiente,Preparatoria,2022-08-16,Vida,2433,2023-02-01,1583
1574,Femenino,47,173622,Departamento,Viudo,2,719,Empleado,Universidad,2022-03-20,Auto,5455,2022-08-13,639
1575,Masculino,58,46340,Departamento,Divorciado,0,399,Empresario,Posgrado,2022-05-18,Hogar,2146,2022-09-18,1167
1576,Masculino,76,611276,Casa,Soltero,5,606,Empresario,Posgrado,2022-08-08,Auto,4423,2022-05-21,3226
1577,Femenino,49,412615,Casa,Soltero,3,389,Independiente,Universidad,2022-05-05,Vida,4899,2022-10-02,4882
1578,Masculino,24,42638,Casa,Soltero,5,483,Independiente,Universidad,2022-07-08,Hogar,2397,2022-10-22,1763
1579,Masculino,25,91463,Casa,Divorciado,2,716,Independiente,Posgrado,2023-03-02,Vida,3281,2023-02-20,1583
1580,Masculino,53,24905,Departamento,Soltero,5,531,Empleado,Preparatoria,2023-01-18,Salud,5775,2023-02-25,4752
1581,Masculino,37,532015,Departamento,Soltero,2,449,Empresario,Preparatoria,2022-10-29,Auto,8696,2022-08-21,7996
1582,Masculino,58,952928,Departamento,Soltero,2,518,Empresario,Posgrado,2022-11-09,Salud,5692,2022-12-17,5152
1583,Masculino,73,422831,Casa,Soltero,4,696,Empleado,Posgrado,2022-08-13,Hogar,9073,2022-10-10,2641
1584,Femenino,39,301623,Casa,Viudo,4,413,Empresario,Posgrado,2022-06-18,Auto,7242,2023-01-11,5133
1585,Masculino,52,462757,Casa,Casado,2,512,Independiente,Universidad,2022-05-09,Auto,8372,2022-09-04,1186
1586,Masculino,25,116961,Departamento,Casado,5,611,Empleado,Preparatoria,2022-05-31,Salud,7269,2022-06-21,6301
1587,Masculino,42,588037,Casa,Viudo,5,657,Independiente,Universidad,2023-02-22,Hogar,9658,2022-07-30,5780
1588,Masculino,59,758287,Departamento,Divorciado,0,604,Empleado,Posgrado,2022-03-20,Hogar,7445,2022-10-05,1511
1589,Femenino,59,754958,Casa,Casado,5,512,Empresario,Preparatoria,2023-02-20,Salud,8270,2022-12-23,1797
1590,Masculino,26,326442,Casa,Soltero,2,653,Empleado,Universidad,2022-12-04,Auto,9062,2022-07-07,5733
1591,Masculino,42,603351,Departamento,Divorciado,5,513,Empresario,Universidad,2022-04-26,Auto,5034,2022-05-02,1864
1592,Femenino,65,745413,Departamento,Divorciado,5,381,Independiente,Universidad,2022-05-06,Salud,5314,2023-02-27,81
1593,Masculino,39,984052,Casa,Viudo,0,822,Empresario,Posgrado,2022-05-19,Salud,4306,2022-10-11,184
1594,Femenino,55,54787,Casa,Divorciado,1,359,Empleado,Posgrado,2022-07-31,Vida,5527,2023-01-05,2945
1595,Femenino,35,859234,Casa,Soltero,3,555,Empresario,Posgrado,2023-02-20,Hogar,6372,2022-09-23,3188
1596,Femenino,52,201766,Casa,Divorciado,3,304,Empresario,Universidad,2023-03-01,Hogar,9538,2022-10-15,2931
1597,Femenino,41,998267,Casa,Viudo,3,433,Empleado,Posgrado,2022-06-01,Vida,4401,2022-06-29,2843
1598,Masculino,68,623028,Casa,Casado,4,609,Independiente,Posgrado,2022-10-27,Hogar,1035,2022-06-23,178
1599,Masculino,51,404458,Casa,Viudo,3,553,Empleado,Preparatoria,2022-10-15,Salud,1585,2022-04-14,367
1600,Femenino,39,20246,Casa,Divorciado,3,472,Empresario,Preparatoria,2022-12-17,Salud,1987,2022-06-14,64
1601,Femenino,45,463531,Departamento,Viudo,4,592,Independiente,Universidad,2022-08-04,Auto,8783,2022-06-04,5063
1602,Masculino,65,45039,Casa,Casado,5,562,Independiente,Universidad,2022-10-02,Hogar,1797,2023-01-10,1619
1603,Femenino,44,868640,Casa,Viudo,1,749,Independiente,Posgrado,2022-11-13,Vida,1947,2023-01-15,422
1604,Masculino,27,212059,Casa,Soltero,2,665,Empleado,Preparatoria,2022-04-11,Hogar,8745,2022-08-15,3364
1605,Masculino,53,629089,Departamento,Casado,0,501,Independiente,Preparatoria,2022-03-11,Hogar,3600,2022-03-25,722
1606,Masculino,28,680177,Casa,Divorciado,2,368,Empleado,Preparatoria,2022-11-26,Hogar,5699,2023-03-02,711
1607,Masculino,33,928620,Departamento,Casado,4,526,Empresario,Posgrado,2022-04-13,Hogar,3060,2023-02-15,1444
1608,Femenino,27,723348,Departamento,Divorciado,3,688,Empleado,Universidad,2022-06-01,Hogar,9375,2022-03-13,4064
1609,Femenino,78,819045,Casa,Casado,3,788,Empresario,Posgrado,2022-08-30,Auto,9924,2022-05-21,964
1610,Masculino,71,764197,Departamento,Divorciado,4,631,Empresario,Preparatoria,2023-01-02,Hogar,6164,2022-04-14,4810
1611,Femenino,70,889606,Casa,Casado,5,527,Independiente,Preparatoria,2023-01-30,Salud,5919,2022-09-17,4301
1612,Femenino,23,35496,Departamento,Soltero,5,543,Empresario,Universidad,2023-01-31,Auto,2305,2022-08-11,433
1613,Masculino,19,822556,Departamento,Viudo,4,377,Empleado,Universidad,2022-05-17,Vida,2581,2022-07-19,507
1614,Masculino,47,118693,Casa,Soltero,0,309,Independiente,Preparatoria,2022-07-13,Auto,2403,2022-04-16,1789
1615,Masculino,35,491249,Departamento,Casado,2,520,Empleado,Preparatoria,2022-06-10,Hogar,2158,2022-03-10,1622
1616,Masculino,71,112950,Casa,Divorciado,4,645,Independiente,Posgrado,2022-04-22,Salud,8471,2022-06-16,2360
1617,Femenino,22,500905,Departamento,Divorciado,4,321,Empresario,Universidad,2023-01-01,Salud,2412,2022-05-02,814
1618,Masculino,72,145863,Casa,Divorciado,3,699,Empleado,Posgrado,2022-11-13,Salud,4875,2022-09-13,1720
1619,Femenino,61,297188,Casa,Viudo,5,464,Independiente,Preparatoria,2023-01-25,Vida,4107,2022-09-25,1949
1620,Masculino,77,754635,Casa,Divorciado,3,423,Empleado,Universidad,2022-04-17,Hogar,3525,2022-05-04,2129
1621,Femenino,25,906425,Casa,Divorciado,4,785,Empresario,Universidad,2022-08-14,Hogar,8317,2022-08-05,1495
1622,Masculino,19,33697,Departamento,Divorciado,3,464,Empresario,Preparatoria,2022-07-01,Auto,9386,2023-01-18,1873
1623,Femenino,20,730746,Casa,Divorciado,4,534,Independiente,Universidad,2023-01-21,Vida,6574,2022-12-14,6518
1624,Femenino,41,835123,Casa,Soltero,3,470,Empleado,Posgrado,2022-07-05,Salud,6181,2023-02-09,2678
1625,Masculino,63,293042,Departamento,Soltero,3,320,Empresario,Universidad,2022-11-21,Vida,9008,2022-04-24,6737
1626,Femenino,41,740911,Casa,Casado,0,328,Empresario,Posgrado,2023-02-03,Auto,4731,2023-02-26,2391
1627,Femenino,67,28646,Departamento,Divorciado,3,539,Independiente,Preparatoria,2022-11-14,Auto,1745,2022-11-12,1011
1628,Masculino,79,79316,Casa,Divorciado,0,414,Empleado,Posgrado,2022-03-11,Salud,3697,2023-03-01,2616
1629,Masculino,62,323214,Casa,Viudo,2,820,Independiente,Universidad,2022-12-31,Vida,3900,2022-11-16,2323
1630,Masculino,77,667953,Departamento,Viudo,1,821,Independiente,Posgrado,2023-01-16,Vida,9806,2022-07-17,6314
1631,Masculino,29,524461,Departamento,Divorciado,1,313,Empleado,Universidad,2022-11-02,Vida,5517,2022-10-24,2588
1632,Femenino,37,357381,Casa,Soltero,4,440,Empleado,Posgrado,2022-04-07,Salud,4645,2022-06-25,1244
1633,Femenino,45,150496,Departamento,Divorciado,5,466,Empresario,Universidad,2022-05-07,Hogar,4085,2023-01-16,2761
1634,Femenino,43,662964,Casa,Soltero,5,811,Empresario,Posgrado,2022-09-02,Vida,3255,2023-02-06,1806
1635,Femenino,65,72263,Departamento,Divorciado,5,356,Independiente,Preparatoria,2022-04-02,Vida,2713,2022-07-09,302
1636,Masculino,32,911537,Departamento,Soltero,0,641,Empresario,Preparatoria,2022-05-03,Hogar,5512,2023-02-05,4260
1637,Femenino,58,373360,Casa,Casado,1,566,Empleado,Preparatoria,2022-04-05,Hogar,6766,2023-01-10,1859
1638,Femenino,50,194966,Casa,Casado,1,736,Empleado,Preparatoria,2022-06-24,Vida,2854,2022-06-28,745
1639,Femenino,62,23331,Casa,Divorciado,3,518,Independiente,Posgrado,2022-06-29,Hogar,7180,2023-02-09,4795
1640,Femenino,63,927981,Departamento,Divorciado,5,679,Empresario,Preparatoria,2022-10-05,Vida,6408,2023-02-25,5471
1641,Masculino,80,153366,Departamento,Viudo,0,505,Independiente,Posgrado,2022-05-02,Hogar,8002,2023-02-23,5610
1642,Femenino,76,12947,Departamento,Divorciado,3,763,Empresario,Preparatoria,2022-05-15,Vida,4057,2022-10-20,1818
1643,Masculino,63,71323,Departamento,Casado,5,745,Empleado,Posgrado,2022-04-01,Vida,7795,2022-05-21,202
1644,Masculino,21,503882,Departamento,Divorciado,5,332,Independiente,Posgrado,2022-09-11,Hogar,2952,2022-04-07,2781
1645,Femenino,58,371377,Casa,Divorciado,4,608,Independiente,Universidad,2023-01-13,Vida,3785,2022-11-23,2978
1646,Femenino,79,737627,Departamento,Divorciado,0,627,Empresario,Universidad,2022-11-10,Auto,9211,2022-11-04,4255
1647,Masculino,48,978066,Casa,Soltero,4,356,Empleado,Universidad,2023-01-13,Hogar,6901,2022-05-12,5758
1648,Femenino,54,854011,Departamento,Viudo,4,766,Independiente,Preparatoria,2022-11-08,Vida,9611,2022-08-01,3578
1649,Femenino,23,903696,Casa,Viudo,4,757,Empresario,Posgrado,2023-03-03,Vida,4884,2022-05-27,539
1650,Masculino,54,632787,Departamento,Divorciado,1,729,Empleado,Preparatoria,2022-03-22,Vida,6596,2023-02-17,5518
1651,Masculino,53,267136,Casa,Divorciado,4,424,Independiente,Universidad,2022-04-10,Salud,7463,2022-10-11,2146
1652,Masculino,47,52436,Departamento,Viudo,2,403,Empleado,Universidad,2022-12-01,Vida,8210,2022-06-04,984
1653,Femenino,33,246637,Departamento,Viudo,2,797,Empresario,Preparatoria,2022-06-11,Hogar,7546,2023-01-11,7425
1654,Masculino,56,457703,Casa,Viudo,5,323,Empleado,Universidad,2022-12-11,Vida,4497,2022-03-19,4083
1655,Femenino,42,849539,Departamento,Viudo,4,454,Empresario,Universidad,2022-03-13,Vida,7861,2022-07-13,2462
1656,Femenino,29,737762,Departamento,Casado,5,459,Independiente,Universidad,2022-08-05,Vida,4510,2022-10-23,1273
1657,Femenino,24,901457,Departamento,Casado,2,442,Independiente,Posgrado,2023-01-22,Salud,7529,2023-01-17,6633
1658,Femenino,61,876942,Departamento,Soltero,1,527,Independiente,Posgrado,2022-07-06,Auto,3526,2022-03-19,2210
1659,Masculino,24,260466,Casa,Casado,1,542,Empleado,Universidad,2022-10-20,Hogar,3387,2022-07-14,1715
1660,Masculino,40,421095,Departamento,Viudo,3,337,Empresario,Universidad,2022-08-23,Salud,3826,2022-09-06,1199
1661,Femenino,68,499574,Casa,Divorciado,3,376,Empresario,Universidad,2022-11-30,Vida,4871,2023-02-24,2306
1662,Femenino,22,223597,Departamento,Viudo,1,687,Independiente,Posgrado,2022-07-05,Vida,4760,2022-05-16,3534
1663,Femenino,41,866813,Casa,Soltero,0,822,Empresario,Posgrado,2022-04-20,Auto,8317,2022-05-28,877
1664,Femenino,32,335679,Casa,Viudo,2,526,Independiente,Posgrado,2022-05-30,Vida,6052,2022-06-18,2067
1665,Femenino,78,190753,Casa,Divorciado,1,731,Independiente,Posgrado,2023-01-29,Hogar,9465,2022-09-29,1252
1666,Masculino,50,605675,Departamento,Viudo,2,800,Empleado,Preparatoria,2022-05-17,Vida,8535,2022-12-28,2051
1667,Femenino,44,451764,Departamento,Divorciado,1,627,Independiente,Posgrado,2022-04-08,Hogar,9179,2022-06-09,4275
1668,Masculino,28,102580,Departamento,Divorciado,1,579,Empresario,Preparatoria,2022-08-02,Vida,1489,2023-01-01,753
1669,Femenino,63,976371,Departamento,Soltero,1,569,Independiente,Posgrado,2022-10-19,Vida,2674,2022-04-19,2360
1670,Femenino,59,238502,Departamento,Viudo,3,618,Independiente,Universidad,2022-05-13,Hogar,6842,2022-10-06,3503
1671,Masculino,49,75664,Departamento,Soltero,2,475,Empresario,Posgrado,2022-08-12,Salud,8484,2022-11-07,8412
