ID del cliente,Edad,Ingresos,Número de hijos,Puntuación de crédito,Monto del seguro,start_date,start_date_day,start_date_month,start_date_weekday,target,Sexo_Masculino,Tipo de hogar_Departamento,Estado civil_Divorciado,Estado civil_Soltero,Estado civil_Viudo,Tipo de trabajo_Empresario,Tipo de trabajo_Independiente,Educación_Preparatoria,Educación_Universidad,Tipo de seguro_Hogar,Tipo de seguro_Salud,Tipo de seguro_Vida
1510,25,411756,5,657,1096,2022-10-03,3,10,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1511,32,826844,0,431,4759,2022-04-27,27,4,2,0,0,0,0,0,1,0,1,0,1,0,1,0
1512,46,116240,5,589,1393,2022-08-10,10,8,2,0,1,1,0,0,0,0,0,0,1,1,0,0
1513,45,309584,5,411,3019,2022-12-25,25,12,6,1,0,0,1,0,0,0,0,1,0,0,0,1
1514,63,766193,4,835,1752,2022-12-30,30,12,4,1,1,0,0,1,0,1,0,1,0,0,1,0
1515,29,880161,5,532,6997,2022-04-19,19,4,1,0,0,0,0,1,0,0,1,1,0,1,0,0
1516,18,43151,2,353,4275,2022-03-25,25,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0
1517,79,580825,3,305,3423,2022-08-20,20,8,5,0,1,1,0,1,0,0,0,0,0,0,1,0
1518,61,202136,1,788,4463,2022-09-05,5,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1519,49,980413,5,311,7126,2023-01-07,7,1,5,0,0,1,0,0,0,1,0,0,1,0,1,0
1520,34,324542,5,424,1301,2022-11-21,21,11,0,0,1,0,0,0,1,1,0,1,0,1,0,0
1521,27,900732,5,657,6002,2023-02-24,24,2,4,0,1,1,0,0,1,0,0,0,1,0,0,0
1522,36,314404,0,613,8197,2022-06-20,20,6,0,1,1,1,1,0,0,0,0,1,0,1,0,0
1523,29,214324,3,320,8388,2022-05-21,21,5,5,0,0,0,1,0,0,0,1,0,0,1,0,0
1524,40,709119,1,349,7268,2022-10-26,26,10,2,1,0,1,0,1,0,0,1,0,1,1,0,0
1525,57,575891,2,453,1373,2022-07-12,12,7,1,1,0,1,1,0,0,1,0,1,0,0,1,0
1526,35,533044,1,847,9722,2022-04-16,16,4,5,0,1,0,1,0,0,1,0,0,1,0,0,0
1527,44,628978,3,712,5664,2022-07-16,16,7,5,1,0,1,0,0,0,0,0,1,0,0,1,0
1528,34,195041,3,601,9577,2023-02-24,24,2,4,0,1,1,0,0,1,1,0,0,1,0,0,1
1529,46,337112,2,526,4966,2022-08-25,25,8,3,0,1,0,0,1,0,1,0,1,0,0,1,0
1530,48,293520,1,708,7502,2022-08-10,10,8,2,1,0,1,0,0,1,0,1,0,1,0,0,1
1531,56,129175,4,316,7315,2022-09-08,8,9,3,0,1,1,0,0,1,0,0,0,1,0,1,0
1532,72,356851,0,490,3290,2022-06-11,11,6,5,0,1,0,0,1,0,0,0,1,0,0,0,0
1533,27,668356,1,380,7325,2022-11-07,7,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1534,21,469047,1,342,1058,2022-05-23,23,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1535,39,227190,5,668,4747,2022-11-12,12,11,5,0,1,1,1,0,0,1,0,1,0,0,0,1
1536,57,897700,5,834,5210,2022-07-07,7,7,3,0,1,0,0,1,0,0,1,0,0,1,0,0
1537,27,732412,4,602,3219,2022-04-30,30,4,5,0,0,0,0,0,1,1,0,1,0,0,0,1
1538,26,955337,5,749,9258,2023-01-08,8,1,6,0,1,0,0,0,1,0,0,0,0,1,0,0
1539,31,33784,4,695,3886,2022-05-02,2,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1540,75,821594,1,414,7732,2022-09-10,10,9,5,0,1,1,1,0,0,1,0,0,0,0,0,1
1541,78,510199,3,440,1795,2023-02-06,6,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1542,46,813253,5,567,9319,2022-08-02,2,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1543,29,239758,5,773,1844,2022-05-01,1,5,6,1,0,1,0,0,0,1,0,1,0,0,0,1
1544,32,421192,4,502,1219,2022-11-07,7,11,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1545,25,24406,4,818,2505,2022-08-04,4,8,3,0,1,1,1,0,0,0,1,0,1,0,0,0
1546,75,185388,3,371,3456,2022-08-17,17,8,2,0,1,1,1,0,0,0,0,0,1,0,0,0
1547,80,495895,5,690,5149,2022-07-11,11,7,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1548,80,633317,3,504,4492,2022-07-20,20,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1549,77,485095,0,323,8241,2022-11-10,10,11,3,1,0,1,1,0,0,1,0,0,0,1,0,0
1550,77,783792,0,493,7427,2022-07-14,14,7,3,0,0,0,1,0,0,0,1,1,0,1,0,0
1551,76,253674,0,755,5517,2022-08-09,9,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1552,79,118723,0,634,6158,2022-12-28,28,12,2,0,0,1,0,0,1,0,0,0,0,0,0,1
1553,47,755477,2,664,8629,2022-06-12,12,6,6,0,1,0,0,0,1,1,0,1,0,1,0,0
1554,28,868696,2,591,5376,2022-10-28,28,10,4,0,0,1,0,0,0,1,0,0,0,1,0,0
1555,31,551774,1,789,7329,2022-06-18,18,6,5,0,0,0,1,0,0,0,0,0,0,1,0,0
1556,64,643077,4,369,8574,2022-07-08,8,7,4,0,0,0,0,0,0,1,0,0,1,0,0,0
1557,57,39609,2,729,6806,2022-05-17,17,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1558,25,117499,1,418,4722,2022-07-26,26,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1559,56,880994,1,435,8234,2022-07-22,22,7,4,0,1,1,0,0,1,1,0,1,0,0,0,0
1560,57,222964,3,390,2165,2022-09-04,4,9,6,0,1,0,0,0,0,0,0,0,0,1,0,0
1561,53,545216,4,757,1677,2022-11-20,20,11,6,1,1,1,0,0,1,0,0,0,1,1,0,0
1562,52,922855,0,773,2194,2022-05-16,16,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1563,46,370472,1,696,5207,2022-04-09,9,4,5,0,0,0,0,0,1,0,1,1,0,0,0,1
1564,79,607949,0,724,4169,2022-05-16,16,5,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1565,32,337307,3,598,4204,2022-09-25,25,9,6,0,0,1,0,1,0,1,0,0,1,0,0,1
1566,78,474737,5,723,8216,2022-12-07,7,12,2,0,0,0,1,0,0,0,1,0,0,0,0,1
1567,79,925761,4,367,3394,2023-03-05,5,3,6,0,0,0,0,1,0,0,1,1,0,0,0,1
1568,72,448843,4,540,2674,2022-10-11,11,10,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1569,77,432706,4,369,1236,2022-05-20,20,5,4,0,0,1,0,0,1,1,0,0,1,0,0,1
1570,53,458122,2,378,6738,2023-01-09,9,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1571,55,130967,1,557,2542,2022-06-10,10,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0
1572,27,583170,1,573,4565,2022-09-30,30,9,4,0,1,1,0,0,1,0,0,0,1,0,1,0
1573,73,832009,4,566,2433,2022-08-16,16,8,1,1,0,0,0,0,1,0,1,1,0,0,0,1
1574,47,173622,2,719,5455,2022-03-20,20,3,6,0,0,1,0,0,1,0,0,0,1,0,0,0
1575,58,46340,0,399,2146,2022-05-18,18,5,2,0,1,1,1,0,0,1,0,0,0,1,0,0
1576,76,611276,5,606,4423,2022-08-08,8,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1577,49,412615,3,389,4899,2022-05-05,5,5,3,0,0,0,0,1,0,0,1,0,1,0,0,1
1578,24,42638,5,483,2397,2022-07-08,8,7,4,0,1,0,0,1,0,0,1,0,1,1,0,0
1579,25,91463,2,716,3281,2023-03-02,2,3,3,1,1,0,1,0,0,0,1,0,0,0,0,1
1580,53,24905,5,531,5775,2023-01-18,18,1,2,1,1,1,0,1,0,0,0,1,0,0,1,0
1581,37,532015,2,449,8696,2022-10-29,29,10,5,0,1,1,0,1,0,1,0,1,0,0,0,0
1582,58,952928,2,518,5692,2022-11-09,9,11,2,0,1,1,0,1,0,1,0,0,0,0,1,0
1583,73,422831,4,696,9073,2022-08-13,13,8,5,0,1,0,0,1,0,0,0,0,0,1,0,0
1584,39,301623,4,413,7242,2022-06-18,18,6,5,1,0,0,0,0,1,1,0,0,0,0,0,0
1585,52,462757,2,512,8372,2022-05-09,9,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1586,25,116961,5,611,7269,2022-05-31,31,5,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1587,42,588037,5,657,9658,2023-02-22,22,2,2,0,1,0,0,0,1,0,1,0,1,1,0,0
1588,59,758287,0,604,7445,2022-03-20,20,3,6,0,1,1,1,0,0,0,0,0,0,1,0,0
1589,59,754958,5,512,8270,2023-02-20,20,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1590,26,326442,2,653,9062,2022-12-04,4,12,6,0,1,0,0,1,0,0,0,0,1,0,0,0
1591,42,603351,5,513,5034,2022-04-26,26,4,1,0,1,1,1,0,0,1,0,0,1,0,0,0
1592,65,745413,5,381,5314,2022-05-06,6,5,4,1,0,1,1,0,0,0,1,0,1,0,1,0
1593,39,984052,0,822,4306,2022-05-19,19,5,3,0,1,0,0,0,1,1,0,0,0,0,1,0
1594,55,54787,1,359,5527,2022-07-31,31,7,6,1,0,0,1,0,0,0,0,0,0,0,0,1
1595,35,859234,3,555,6372,2023-02-20,20,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1596,52,201766,3,304,9538,2023-03-01,1,3,2,0,0,0,1,0,0,1,0,0,1,1,0,0
1597,41,998267,3,433,4401,2022-06-01,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1598,68,623028,4,609,1035,2022-10-27,27,10,3,0,1,0,0,0,0,0,1,0,0,1,0,0
1599,51,404458,3,553,1585,2022-10-15,15,10,5,0,1,0,0,0,1,0,0,1,0,0,1,0
1600,39,20246,3,472,1987,2022-12-17,17,12,5,0,0,0,1,0,0,1,0,1,0,0,1,0
1601,45,463531,4,592,8783,2022-08-04,4,8,3,0,0,1,0,0,1,0,1,0,1,0,0,0
1602,65,45039,5,562,1797,2022-10-02,2,10,6,1,1,0,0,0,0,0,1,0,1,1,0,0
1603,44,868640,1,749,1947,2022-11-13,13,11,6,1,0,0,0,0,1,0,1,0,0,0,0,1
1604,27,212059,2,665,8745,2022-04-11,11,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1605,53,629089,0,501,3600,2022-03-11,11,3,4,0,1,1,0,0,0,0,1,1,0,1,0,0
1606,28,680177,2,368,5699,2022-11-26,26,11,5,1,1,0,1,0,0,0,0,1,0,1,0,0
1607,33,928620,4,526,3060,2022-04-13,13,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0
1608,27,723348,3,688,9375,2022-06-01,1,6,2,0,0,1,1,0,0,0,0,0,1,1,0,0
1609,78,819045,3,788,9924,2022-08-30,30,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1610,71,764197,4,631,6164,2023-01-02,2,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0
1611,70,889606,5,527,5919,2023-01-30,30,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1612,23,35496,5,543,2305,2023-01-31,31,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1613,19,822556,4,377,2581,2022-05-17,17,5,1,0,1,1,0,0,1,0,0,0,1,0,0,1
1614,47,118693,0,309,2403,2022-07-13,13,7,2,0,1,0,0,1,0,0,1,1,0,0,0,0
1615,35,491249,2,520,2158,2022-06-10,10,6,4,0,1,1,0,0,0,0,0,1,0,1,0,0
1616,71,112950,4,645,8471,2022-04-22,22,4,4,0,1,0,1,0,0,0,1,0,0,0,1,0
1617,22,500905,4,321,2412,2023-01-01,1,1,6,0,0,1,1,0,0,1,0,0,1,0,1,0
1618,72,145863,3,699,4875,2022-11-13,13,11,6,0,1,0,1,0,0,0,0,0,0,0,1,0
1619,61,297188,5,464,4107,2023-01-25,25,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1
1620,77,754635,3,423,3525,2022-04-17,17,4,6,0,1,0,1,0,0,0,0,0,1,1,0,0
1621,25,906425,4,785,8317,2022-08-14,14,8,6,0,0,0,1,0,0,1,0,0,1,1,0,0
1622,19,33697,3,464,9386,2022-07-01,1,7,4,1,1,1,1,0,0,1,0,1,0,0,0,0
1623,20,730746,4,534,6574,2023-01-21,21,1,5,0,0,0,1,0,0,0,1,0,1,0,0,1
1624,41,835123,3,470,6181,2022-07-05,5,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1625,63,293042,3,320,9008,2022-11-21,21,11,0,0,1,1,0,1,0,1,0,0,1,0,0,1
1626,41,740911,0,328,4731,2023-02-03,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0
1627,67,28646,3,539,1745,2022-11-14,14,11,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1628,79,79316,0,414,3697,2022-03-11,11,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0
1629,62,323214,2,820,3900,2022-12-31,31,12,5,0,1,0,0,0,1,0,1,0,1,0,0,1
1630,77,667953,1,821,9806,2023-01-16,16,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1631,29,524461,1,313,5517,2022-11-02,2,11,2,0,1,1,1,0,0,0,0,0,1,0,0,1
1632,37,357381,4,440,4645,2022-04-07,7,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0
1633,45,150496,5,466,4085,2022-05-07,7,5,5,1,0,1,1,0,0,1,0,0,1,1,0,0
1634,43,662964,5,811,3255,2022-09-02,2,9,4,1,0,0,0,1,0,1,0,0,0,0,0,1
1635,65,72263,5,356,2713,2022-04-02,2,4,5,0,0,1,1,0,0,0,1,1,0,0,0,1
1636,32,911537,0,641,5512,2022-05-03,3,5,1,1,1,1,0,1,0,1,0,1,0,1,0,0
1637,58,373360,1,566,6766,2022-04-05,5,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1638,50,194966,1,736,2854,2022-06-24,24,6,4,0,0,0,0,0,0,0,0,1,0,0,0,1
1639,62,23331,3,518,7180,2022-06-29,29,6,2,1,0,0,1,0,0,0,1,0,0,1,0,0
1640,63,927981,5,679,6408,2022-10-05,5,10,2,1,0,1,1,0,0,1,0,1,0,0,0,1
1641,80,153366,0,505,8002,2022-05-02,2,5,0,1,1,1,0,0,1,0,1,0,0,1,0,0
1642,76,12947,3,763,4057,2022-05-15,15,5,6,0,0,1,1,0,0,1,0,1,0,0,0,1
1643,63,71323,5,745,7795,2022-04-01,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1
1644,21,503882,5,332,2952,2022-09-11,11,9,6,0,1,1,1,0,0,0,1,0,0,1,0,0
1645,58,371377,4,608,3785,2023-01-13,13,1,4,0,0,0,1,0,0,0,1,0,1,0,0,1
1646,79,737627,0,627,9211,2022-11-10,10,11,3,0,0,1,1,0,0,1,0,0,1,0,0,0
1647,48,978066,4,356,6901,2023-01-13,13,1,4,0,1,0,0,1,0,0,0,0,1,1,0,0
1648,54,854011,4,766,9611,2022-11-08,8,11,1,0,0,1,0,0,1,0,1,1,0,0,0,1
1649,23,903696,4,757,4884,2023-03-03,3,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1
1650,54,632787,1,729,6596,2022-03-22,22,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1
1651,53,267136,4,424,7463,2022-04-10,10,4,6,0,1,0,1,0,0,0,1,0,1,0,1,0
1652,47,52436,2,403,8210,2022-12-01,1,12,3,0,1,1,0,0,1,0,0,0,1,0,0,1
1653,33,246637,2,797,7546,2022-06-11,11,6,5,1,0,1,0,0,1,1,0,1,0,1,0,0
1654,56,457703,5,323,4497,2022-12-11,11,12,6,0,1,0,0,0,1,0,0,0,1,0,0,1
1655,42,849539,4,454,7861,2022-03-13,13,3,6,0,0,1,0,0,1,1,0,0,1,0,0,1
1656,29,737762,5,459,4510,2022-08-05,5,8,4,0,0,1,0,0,0,0,1,0,1,0,0,1
1657,24,901457,2,442,7529,2023-01-22,22,1,6,1,0,1,0,0,0,0,1,0,0,0,1,0
1658,61,876942,1,527,3526,2022-07-06,6,7,2,0,0,1,0,1,0,0,1,0,0,0,0,0
1659,24,260466,1,542,3387,2022-10-20,20,10,3,0,1,0,0,0,0,0,0,0,1,1,0,0
1660,40,421095,3,337,3826,2022-08-23,23,8,1,0,1,1,0,0,1,1,0,0,1,0,1,0
1661,68,499574,3,376,4871,2022-11-30,30,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1
1662,22,223597,1,687,4760,2022-07-05,5,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1663,41,866813,0,822,8317,2022-04-20,20,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0
1664,32,335679,2,526,6052,2022-05-30,30,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1665,78,190753,1,731,9465,2023-01-29,29,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0
1666,50,605675,2,800,8535,2022-05-17,17,5,1,0,1,1,0,0,1,0,0,1,0,0,0,1
1667,44,451764,1,627,9179,2022-04-08,8,4,4,0,0,1,1,0,0,0,1,0,0,1,0,0
1668,28,102580,1,579,1489,2022-08-02,2,8,1,1,1,1,1,0,0,1,0,1,0,0,0,1
1669,63,976371,1,569,2674,2022-10-19,19,10,2,0,0,1,0,1,0,0,1,0,0,0,0,1
1670,59,238502,3,618,6842,2022-05-13,13,5,4,0,0,1,0,0,1,0,1,0,1,1,0,0
1671,49,75664,2,475,8484,2022-08-12,12,8,4,0,1,1,0,1,0,1,0,0,0,0,1,0
1672,52,819315,2,453,4841,2022-09-18,18,9,6,1,0,1,0,1,0,1,0,0,0,0,1,0
1673,50,823256,3,801,1151,2023-02-19,19,2,6,0,0,1,0,0,1,0,0,0,1,0,0,1
1674,29,334581,0,835,3185,2022-07-18,18,7,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1675,59,191220,2,594,6896,2023-01-10,10,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1676,39,897460,0,324,5153,2022-12-01,1,12,3,1,0,0,0,0,1,0,0,0,1,0,0,1
1677,51,194413,4,324,8843,2022-06-08,8,6,2,0,1,1,1,0,0,0,1,0,1,0,0,1
1678,57,188258,3,454,5253,2022-06-21,21,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1679,34,88923,3,388,2210,2022-05-27,27,5,4,0,1,1,0,1,0,0,0,0,1,0,0,1
1680,60,702837,1,375,6744,2023-02-08,8,2,2,0,1,1,0,1,0,0,1,0,1,0,1,0
1681,69,289132,4,662,1047,2022-06-09,9,6,3,0,1,0,1,0,0,0,1,0,1,0,0,1
1682,70,270180,5,609,2269,2022-04-25,25,4,0,0,1,0,0,0,1,1,0,0,1,0,0,1
1683,51,959895,3,692,1749,2022-12-16,16,12,4,0,1,1,1,0,0,0,1,1,0,0,0,1
1684,72,716814,3,848,9903,2023-01-16,16,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1685,69,959664,4,454,6393,2022-12-03,3,12,5,0,0,0,0,0,1,0,0,0,0,0,0,0
1686,34,482534,1,693,5982,2022-12-25,25,12,6,0,0,1,1,0,0,1,0,0,0,0,0,0
1687,56,240092,2,748,2053,2022-09-09,9,9,4,0,0,1,0,1,0,0,1,1,0,0,0,1
1688,40,30718,3,342,5157,2022-06-06,6,6,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1689,56,948394,2,497,5716,2022-07-29,29,7,4,1,0,0,0,1,0,0,0,0,0,0,1,0
1690,38,336525,0,721,6991,2022-12-07,7,12,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1691,32,430940,3,530,6738,2022-11-19,19,11,5,0,0,0,0,1,0,1,0,1,0,1,0,0
1692,71,352096,2,649,6804,2022-04-29,29,4,4,0,1,1,0,0,0,0,1,0,0,1,0,0
1693,63,838434,3,654,4716,2022-09-23,23,9,4,0,0,0,1,0,0,0,0,1,0,0,0,1
1694,77,575721,3,841,8674,2022-03-16,16,3,2,0,1,0,0,0,1,0,1,1,0,0,0,1
1695,75,841569,0,731,2689,2022-06-08,8,6,2,0,0,0,0,0,0,1,0,1,0,1,0,0
1696,18,481485,1,786,6532,2022-03-10,10,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0
1697,41,684793,1,643,9130,2022-05-18,18,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1
1698,60,454735,5,781,2793,2022-07-27,27,7,2,0,1,0,0,1,0,1,0,0,0,0,0,0
1699,36,972130,3,792,4992,2022-03-11,11,3,4,0,1,0,1,0,0,1,0,0,1,0,0,1
1700,28,818792,0,616,2716,2022-11-13,13,11,6,1,1,1,0,1,0,0,1,0,1,0,0,1
1701,59,124958,0,401,1903,2022-12-28,28,12,2,0,0,0,0,1,0,0,0,1,0,1,0,0
1702,63,277544,0,504,6210,2022-12-19,19,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1703,25,321566,1,729,6215,2022-04-24,24,4,6,0,1,1,0,0,0,1,0,0,1,0,0,0
1704,51,891810,0,341,4092,2022-04-26,26,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1705,50,608869,5,657,1935,2022-06-27,27,6,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1706,68,157432,1,577,2071,2022-10-13,13,10,3,0,1,1,0,1,0,1,0,1,0,1,0,0
1707,49,863114,2,554,7568,2023-02-01,1,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0
1708,33,160191,2,799,8239,2022-06-11,11,6,5,0,1,1,0,1,0,0,1,0,0,0,0,0
1709,79,568455,0,616,8058,2022-03-07,7,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0
1710,53,509508,2,711,3895,2022-08-04,4,8,3,0,0,1,1,0,0,0,1,0,1,0,0,0
1711,79,916537,1,483,6539,2022-05-11,11,5,2,0,0,1,0,0,1,1,0,0,0,1,0,0
1712,29,918385,1,809,5426,2022-11-18,18,11,4,0,0,1,1,0,0,0,0,0,0,0,0,0
1713,74,632354,4,411,1713,2022-06-17,17,6,4,0,0,1,0,0,1,0,1,1,0,1,0,0
1714,38,165672,0,701,3641,2022-04-29,29,4,4,0,0,0,0,0,0,0,1,0,1,0,1,0
1715,44,748570,0,849,2522,2022-05-22,22,5,6,0,1,0,0,0,1,0,1,0,1,0,1,0
1716,28,157090,3,751,4152,2022-04-10,10,4,6,0,0,0,0,0,1,0,1,1,0,0,0,0
1717,41,92974,1,385,9009,2022-07-19,19,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1718,37,336014,4,683,7966,2022-06-12,12,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0
1719,25,148060,4,340,7948,2023-02-14,14,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1720,25,833982,3,840,7837,2023-01-23,23,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1721,67,531466,3,849,3567,2022-05-17,17,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1722,44,598520,1,335,2070,2023-02-18,18,2,5,0,0,1,0,0,1,0,1,0,1,1,0,0
1723,61,239577,0,708,1651,2022-08-31,31,8,2,0,0,1,0,0,0,1,0,1,0,0,0,1
1724,19,607149,1,424,4585,2022-08-10,10,8,2,1,1,0,1,0,0,1,0,1,0,0,0,0
1725,24,949992,0,324,3435,2022-04-04,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1726,46,396962,3,399,6072,2022-06-08,8,6,2,1,0,1,1,0,0,0,0,1,0,0,1,0
1727,50,975970,1,472,2830,2022-03-24,24,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0
1728,48,308770,0,644,1157,2023-01-20,20,1,4,0,1,1,0,0,1,0,0,1,0,1,0,0
1729,58,784308,2,698,8029,2023-02-28,28,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1730,39,335838,3,301,9568,2022-03-16,16,3,2,1,1,1,0,1,0,0,0,1,0,0,0,1
1731,46,632071,0,674,1450,2022-09-06,6,9,1,0,1,1,1,0,0,1,0,0,0,0,0,0
1732,69,344467,2,718,3090,2022-05-08,8,5,6,0,1,1,0,0,1,1,0,1,0,0,0,0
1733,38,182584,1,719,7346,2022-10-24,24,10,0,1,1,1,0,1,0,0,1,0,1,0,1,0
1734,18,443428,3,379,5727,2022-10-04,4,10,1,0,1,0,1,0,0,1,0,0,1,1,0,0
1735,78,964707,0,732,7959,2022-05-24,24,5,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1736,80,861378,0,802,1383,2022-07-12,12,7,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1737,50,449941,5,684,4570,2022-07-13,13,7,2,0,1,1,0,0,0,1,0,0,0,1,0,0
1738,63,28102,3,521,6412,2022-03-26,26,3,5,0,1,0,0,0,1,0,0,0,1,0,0,1
1739,32,466821,4,363,6227,2022-04-05,5,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0
1740,19,334960,2,664,9591,2023-02-25,25,2,5,1,0,0,0,0,0,0,0,1,0,0,1,0
1741,68,434262,5,583,8886,2022-06-29,29,6,2,1,1,1,0,0,0,0,1,0,1,1,0,0
1742,54,31853,1,348,9308,2022-05-14,14,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1743,28,364587,2,335,3738,2022-10-08,8,10,5,0,0,1,0,0,1,1,0,1,0,0,0,0
1744,62,757084,1,796,6377,2022-11-11,11,11,4,0,0,1,0,1,0,1,0,0,1,0,0,0
1745,24,38609,3,739,1775,2022-05-12,12,5,3,1,1,0,0,0,1,0,1,0,0,0,0,1
1746,49,474729,4,592,4409,2023-01-08,8,1,6,0,1,1,0,0,0,1,0,0,0,0,0,1
1747,65,840024,1,821,8606,2022-09-18,18,9,6,0,1,1,1,0,0,1,0,0,0,0,0,0
1748,21,854118,2,613,3114,2022-10-23,23,10,6,0,1,0,0,0,0,0,0,0,0,0,0,1
1749,37,210425,4,389,7902,2022-11-08,8,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,77,220635,3,590,9927,2022-03-31,31,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0
1751,76,924684,4,397,5405,2022-05-09,9,5,0,0,0,1,0,0,1,1,0,0,1,1,0,0
1752,67,610717,0,482,4590,2022-08-17,17,8,2,0,1,0,0,1,0,1,0,0,0,0,0,0
1753,74,87000,3,810,2540,2022-09-20,20,9,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1754,47,292080,0,723,8549,2022-07-31,31,7,6,0,0,1,0,0,0,1,0,0,1,0,0,0
1755,29,917007,4,661,1979,2022-04-17,17,4,6,0,1,1,0,0,1,0,1,1,0,0,0,1
1756,56,456297,2,681,4316,2022-07-21,21,7,3,0,0,1,0,0,1,1,0,1,0,1,0,0
1757,53,451576,5,504,8517,2023-01-22,22,1,6,1,1,0,0,0,1,0,1,0,0,0,1,0
1758,58,396216,0,780,9178,2022-08-12,12,8,4,0,0,1,1,0,0,1,0,0,0,0,0,0
1759,75,323932,1,591,9906,2022-11-26,26,11,5,0,0,1,0,0,0,1,0,0,1,0,1,0
1760,70,239779,4,585,7713,2023-03-02,2,3,3,0,0,0,0,0,0,0,1,0,1,0,1,0
1761,51,178539,3,327,3516,2022-05-25,25,5,2,0,1,0,0,0,1,1,0,0,0,1,0,0
1762,39,627841,1,349,8768,2022-05-23,23,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1763,77,535093,3,432,9075,2023-01-14,14,1,5,0,1,1,1,0,0,0,1,1,0,1,0,0
1764,65,120036,1,321,1747,2023-02-19,19,2,6,0,0,1,1,0,0,0,1,1,0,1,0,0
